video_name,video_path,resolution,width,height,fps,codec,pix_fmt,bit_depth,bitrate(Mbps),duration(s),size(b),colorspace,color_transfer,color_range,color_primaries,fps_float,bit_per_frame_per_pixel
EjwDTV2VU8s_664.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/EjwDTV2VU8s_664.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,27.89289881438067,"663.029000
",18493800808,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.6103696962659555e-08
RxLoIGHR2IY_1159.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/RxLoIGHR2IY_1159.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.760218899220042,"1158.524000
",33319403840,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.784822210267007e-08
yGqKfQsDrfg_773.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/yGqKfQsDrfg_773.webm,43:18,3440,1440,60/1,vp9,yuv420p10le,,17.227819257200455,"772.833000
",13314227240,bt2020nc,smpte2084,tv,bt2020,60.0,5.796396983069705e-08
z77E_pDWui4_1189.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/z77E_pDWui4_1189.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.69647057635913,"1188.738000
",34112585040,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.771999890824817e-08
nMUTvgB6WNg_799.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/nMUTvgB6WNg_799.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,27.4637614065835,"798.815000
",21938464568,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.524053120700921e-08
nKcxOkPrIfo_771.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/nKcxOkPrIfo_771.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,27.240685726449243,"770.453000
",20987668040,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.479183742149492e-08
0tPBzIWWqBk_713.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/0tPBzIWWqBk_713.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.709570685917537,"712.695000
",20461167480,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.774634843117634e-08
RcbDSUtGSL0_839.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/RcbDSUtGSL0_839.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.79164790432878,"838.204000
",24133274440,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.791143831372768e-08
-ZJEfrkI6d8_1108.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/-ZJEfrkI6d8_1108.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.500347748026005,"1107.273000
",31557665552,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.7325518011820575e-08
Nt6EFUQ39Do_798.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/Nt6EFUQ39Do_798.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.777806021728196,"797.213000
",22942041072,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.788359679062233e-08
9DBd1UySZnI_903.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/9DBd1UySZnI_903.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.726116146881733,"902.168000
",25915782752,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.7779627924075956e-08
hUR5-FIeBq4_962.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/hUR5-FIeBq4_962.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.696464458900305,"961.394000
",27588608752,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.771998660360898e-08
t7a9EmYpAzk_750.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/t7a9EmYpAzk_750.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.284597093749,"749.832000
",21208696008,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.689155776238203e-08
3Yd3gd9uKlo_747.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/3Yd3gd9uKlo_747.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.759562127910918,"746.629000
",21472723112,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.784690107473582e-08
KeDazlMmzUg_632.mp4,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/KeDazlMmzUg_632.mp4,16:9,7680,4320,60000/1001,av1,yuv420p10le,,44.141859134858144,631.097133,32957592144,bt2020nc,smpte2084,tv,bt2020,59.94005994005994,2.2196703495728545e-08
5ialCYXLarI_1175.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/5ialCYXLarI_1175.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.42204507915802,"1174.423000
",33379503448,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.71680202474336e-08
eJ1QTg4z7ro_736.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/eJ1QTg4z7ro_736.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.158648610136677,"735.468000
",20709784976,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.663822534238095e-08
dWV86ixt-HQ_795.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/dWV86ixt-HQ_795.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.795831842553508,"794.327000
",22873306720,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.7919853875115995e-08
j_zHVwnRm_Y_684.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/j_zHVwnRm_Y_684.webm,16:9,3840,2160,60/1,vp9,yuv420p10le,,28.900779521685074,"683.650000
",19758017920,bt2020nc,arib-std-b67,tv,bt2020,60.0,5.807287551778926e-08
gv4Zg0apNZ0_1053.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/gv4Zg0apNZ0_1053.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.816968847005704,"1052.451000
",30328447680,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.7962368785465614e-08
BcG8SPkMP6c_625.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/BcG8SPkMP6c_625.webm,16:9,3840,2160,60/1,vp9,yuv420p10le,,28.864578730433642,"624.733000
",18032654864,bt2020nc,smpte2084,tv,bt2020,60.0,5.800013408732326e-08
6dX5FVgRhFI_912.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/6dX5FVgRhFI_912.webm,16:9,3840,2160,60/1,vp9,yuv420p10le,,28.344118279947345,"911.600000
",25838498224,bt2020nc,arib-std-b67,tv,bt2020,60.0,5.6954327176463125e-08
f-sMdkuBZQs_601.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/f-sMdkuBZQs_601.webm,16:9,3840,2160,30/1,vp9,yuv420p10le,,23.59304249692118,"600.067000
",14157406232,bt2020nc,arib-std-b67,tv,bt2020,30.0,9.481514635143863e-08
Q-no1tQfpxI_880.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/Q-no1tQfpxI_880.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.7441321626176,"879.462000
",25279371960,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.781586528664074e-08
ucINF0WBD0E_808.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/ucINF0WBD0E_808.webm,16:9,3840,2160,30000/1001,vp9,yuv420p10le,,23.57762728570668,"807.573000
",19040655200,bt2020nc,arib-std-b67,tv,bt2020,29.97002997002997,9.484794927096349e-08
4Myut7We0N4_660.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/4Myut7We0N4_660.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.848714971975152,"659.058000
",19012976392,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.8026222850504794e-08
gf9cjEaEYAI_1082.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/gf9cjEaEYAI_1082.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.462643803294092,"1081.147000
",30772301960,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.724968040513749e-08
TT5yApcftps_808.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/TT5yApcftps_808.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.63610069943921,"807.790000
",23131955784,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.759857111033705e-08
L2gNM-k6T1w_756.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/L2gNM-k6T1w_756.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.81938827043459,"755.288000
",21766938128,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.7967235206836225e-08
wElMoI3C3Ac_946.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/wElMoI3C3Ac_946.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.7979692427421,"945.728000
",27235045856,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.792415303574705e-08
k5F8UdokMi0_1052.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/k5F8UdokMi0_1052.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.856378182620293,"1051.767000
",30350186312,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.804163661049644e-08
I02-mnId3MI_837.mp4,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/I02-mnId3MI_837.mp4,16:9,7680,4320,30000/1001,av1,yuv420p10le,,31.671282768902238,836.635800,33310810064,bt2020nc,smpte2084,tv,bt2020,29.97002997002997,3.185176550008755e-08
ObuLT6imvrw_882.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/ObuLT6imvrw_882.webm,16:9,3840,2160,30/1,vp9,yuv420p10le,,23.512938532983423,"881.367000
",20723528096,bt2020nc,arib-std-b67,tv,bt2020,30.0,9.449322648607664e-08
JVjqVpjvzOw_929.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/JVjqVpjvzOw_929.webm,1:1,2160,2160,30000/1001,vp9,yuv420p10le,,13.187607804270566,"928.261000
",12241542008,bt2020nc,smpte2084,tv,bt2020,29.97002997002997,9.431295304694529e-08
SZ9HrxDryOc_717.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/SZ9HrxDryOc_717.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.68247392601873,"716.749000
",20558134504,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.7691846085753254e-08
idl865lOegs_751.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/idl865lOegs_751.webm,16:9,3840,2160,60/1,vp9,yuv420p10le,,28.539331800027433,"750.883000
",21429699080,bt2020nc,arib-std-b67,tv,bt2020,60.0,5.734658685383599e-08
s7V-vKZo7k0_1029.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/s7V-vKZo7k0_1029.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.799043946521532,"1028.227000
",29611954560,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.79263146918577e-08
nWI4dxYsS9M_646.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/nWI4dxYsS9M_646.webm,16:9,3840,2160,60/1,vp9,yuv420p10le,,28.603409909372857,"645.833000
",18473026032,bt2020nc,smpte2084,tv,bt2020,60.0,5.7475344628851707e-08
-6GVnIXGtf8_1027.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/-6GVnIXGtf8_1027.webm,16:9,3840,2160,60/1,vp9,yuv420p10le,,28.902384283627153,"1026.700000
",29674077944,bt2020nc,arib-std-b67,tv,bt2020,60.0,5.8076100106954e-08
2-P0ixl9MgE_948.mp4,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/2-P0ixl9MgE_948.mp4,16:9,7680,4320,60000/1001,av1,yuv420p10le,,49.679146204344015,947.429817,51005579408,bt2020nc,smpte2084,tv,bt2020,59.94005994005994,2.4981124488886255e-08
WFIQEfIEi8M_870.mp4,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/WFIQEfIEi8M_870.mp4,16:9,7680,4320,60000/1001,av1,yuv420p10le,,46.33478108892569,869.535333,47571919744,bt2020nc,smpte2084,tv,bt2020,59.94005994005994,2.329941279156952e-08
YEohDQMGlyE_868.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/YEohDQMGlyE_868.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.593238962057434,"867.100000
",24793197504,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.7512359134258015e-08
cpgMO68NpUs_763.mp4,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/cpgMO68NpUs_763.mp4,16:9,7680,4320,60000/1001,av1,yuv420p10le,,48.20123592665206,762.645217,41795291672,bt2020nc,smpte2084,tv,bt2020,59.94005994005994,2.4237958322572416e-08
EcCeyiaf8IE_761.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/EcCeyiaf8IE_761.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.64425637579833,"760.493000
",21783756464,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.7614975414458415e-08
oXYQ8tD8nDU_979.mp4,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/oXYQ8tD8nDU_979.mp4,16:9,7680,4320,60000/1001,av1,yuv420p10le,,67.30218659737828,978.844533,51182841792,bt2020nc,smpte2084,tv,bt2020,59.94005994005994,3.3842858225617914e-08
_udk2Cvl5P4_717.mp4,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/_udk2Cvl5P4_717.mp4,16:9,7680,4320,60000/1001,av1,yuv420p10le,,50.39103187011583,716.966250,38322027000,bt2020nc,smpte2084,tv,bt2020,59.94005994005994,2.5339095706132024e-08
gkp2tfPm5iw_895.mp4,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/gkp2tfPm5iw_895.mp4,16:9,7680,4320,60000/1001,av1,yuv420p10le,,63.49225955268491,894.426867,48285418944,bt2020nc,smpte2084,tv,bt2020,59.94005994005994,3.192703903247853e-08
fl7iXR1wo4c_1132.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/fl7iXR1wo4c_1132.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.658132257035593,"1131.781000
",32434729584,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.764288532232442e-08
RHc8tdoGbw8_1010.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/RHc8tdoGbw8_1010.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.29990722176233,"1009.892000
",28579849904,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.692235251011461e-08
BNw_VKh-LPk_697.mp4,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/BNw_VKh-LPk_697.mp4,16:9,7680,4320,60000/1001,av1,yuv420p10le,,40.22231625559961,696.195500,40620195408,bt2020nc,smpte2084,tv,bt2020,59.94005994005994,2.0225764055595344e-08
MWeAs-Ftlmc_601.mp4,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/MWeAs-Ftlmc_601.mp4,16:9,7680,4320,30000/1001,av1,yuv420p10le,,24.035711676100018,600.600000,24273472936,bt2020nc,arib-std-b67,tv,bt2020,29.97002997002997,2.4172682158822134e-08
VJ7OHHtEPRA_1027.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/VJ7OHHtEPRA_1027.webm,16:9,3840,2160,60/1,vp9,yuv420p10le,,28.53980474114383,"1026.883000
",29307040312,bt2020nc,arib-std-b67,tv,bt2020,60.0,5.734753717597381e-08
4C2SubieIW0_1188.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/4C2SubieIW0_1188.webm,16:9,3840,2160,30000/1001,vp9,yuv420p10le,,23.469200516501168,"1187.219000
",27863080768,bt2020nc,arib-std-b67,tv,bt2020,29.97002997002997,9.441177066059698e-08
8g8q6qI2ZGs_840.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/8g8q6qI2ZGs_840.webm,16:9,3840,2160,30/1,vp9,yuv420p10le,,23.866141444576876,"839.000000
",20023692672,bt2020nc,arib-std-b67,tv,bt2020,30.0,9.591266977147986e-08
5r_lra9OGNU_866.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/5r_lra9OGNU_866.webm,16:9,3840,2160,60/1,vp9,yuv420p10le,,28.821293809914806,"865.917000
",24956848272,bt2020nc,arib-std-b67,tv,bt2020,60.0,5.791315789350808e-08
AJftuA6urJA_1134.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/AJftuA6urJA_1134.webm,16:9,3840,2160,24/1,vp9,yuv420p10le,,20.287405648583,"1133.417000
",22994090448,bt2020nc,arib-std-b67,tv,bt2020,24.0,1.0191316655706963e-07
LMJw-Uyy9hk_607.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/LMJw-Uyy9hk_607.webm,16:9,3840,2160,60/1,vp9,yuv420p10le,,28.971849399389242,"606.133000
",17560793992,bt2020nc,smpte2084,tv,bt2020,60.0,5.821568246726555e-08
mVWuwvu4mM4_1052.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/mVWuwvu4mM4_1052.webm,16:9,3840,2160,60/1,vp9,yuv420p10le,,28.889739436211013,"1051.067000
",30365051760,bt2020nc,arib-std-b67,tv,bt2020,60.0,5.8050691704063406e-08
m529jv87mPU_630.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/m529jv87mPU_630.webm,16:9,3840,2160,30/1,vp9,yuv420p10le,,23.49486171343588,"629.367000
",14786890632,bt2020nc,arib-std-b67,tv,bt2020,30.0,9.442057980258118e-08
0xAlYg2Ktck_903.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/0xAlYg2Ktck_903.webm,16:9,3840,2160,30/1,vp9,yuv420p10le,,23.52734081809286,"902.367000
",21230295952,bt2020nc,arib-std-b67,tv,bt2020,30.0,9.455110603978933e-08
FDJIncKW-xQ_739.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/FDJIncKW-xQ_739.webm,16:9,3840,2160,24000/1001,vp9,yuv420p10le,,21.798852119054228,"738.655000
",16101831112,bt2020nc,smpte2084,tv,bt2020,23.976023976023978,1.0961537790142184e-07
3FBodvtDA7Y_663.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/3FBodvtDA7Y_663.webm,16:9,3840,2160,60/1,vp9,yuv420p10le,,27.470917853098815,"662.350000
",18195362440,bt2020nc,arib-std-b67,tv,bt2020,60.0,5.5199728839335e-08
lbxk_GEzBpo_938.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/lbxk_GEzBpo_938.webm,16:9,3840,2160,30/1,vp9,yuv420p10le,,23.446086170499868,"937.467000
",21979932064,bt2020nc,arib-std-b67,tv,bt2020,30.0,9.422456183489209e-08
iWDxWXUsw2w_704.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/iWDxWXUsw2w_704.webm,16:9,3840,2160,30000/1001,vp9,yuv420p10le,,23.706771502015023,"702.969000
",16665125456,bt2020nc,arib-std-b67,tv,bt2020,29.97002997002997,9.536746991350405e-08
WxE8vK_qAXI_897.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/WxE8vK_qAXI_897.webm,16:9,3840,2160,30/1,vp9,yuv420p10le,,23.541800954504907,"896.800000
",21112287096,bt2020nc,arib-std-b67,tv,bt2020,30.0,9.460921808491233e-08
qqtkUIn2_PE_910.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/qqtkUIn2_PE_910.webm,16:9,3840,2160,60/1,vp9,yuv420p10le,,28.938158142359143,"909.067000
",26306724608,bt2020nc,arib-std-b67,tv,bt2020,60.0,5.8147983664398354e-08
cfNjaLemPzQ_1001.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/cfNjaLemPzQ_1001.webm,16:9,3840,2160,60/1,vp9,yuv420p10le,,28.465113725694092,"1000.117000
",28468444144,bt2020nc,smpte2084,tv,bt2020,60.0,5.719745395627189e-08
9CtsyNr7aSM_690.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/9CtsyNr7aSM_690.webm,16:9,3840,2160,30000/1001,vp9,yuv420p10le,,23.394117935875524,"689.222000
",16123740752,bt2020nc,arib-std-b67,tv,bt2020,29.97002997002997,9.410972886851932e-08
