video_name,video_path,resolution,width,height,fps,codec,pix_fmt,bit_depth,bitrate(Mbps),duration(s),size(b),colorspace,color_transfer,color_range,color_primaries,fps_float,bit_per_frame_per_pixel
RcbDSUtGSL0_839.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/RcbDSUtGSL0_839.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.79164790432878,"838.204000
",24133274440,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.791143831372768e-08
-ZJEfrkI6d8_1108.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/-ZJEfrkI6d8_1108.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.500347748026005,"1107.273000
",31557665552,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.7325518011820575e-08
Nt6EFUQ39Do_798.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/Nt6EFUQ39Do_798.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.777806021728196,"797.213000
",22942041072,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.788359679062233e-08
9DBd1UySZnI_903.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/9DBd1UySZnI_903.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.726116146881733,"902.168000
",25915782752,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.7779627924075956e-08
hUR5-FIeBq4_962.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/hUR5-FIeBq4_962.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.696464458900305,"961.394000
",27588608752,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.771998660360898e-08
t7a9EmYpAzk_750.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/t7a9EmYpAzk_750.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.284597093749,"749.832000
",21208696008,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.689155776238203e-08
3Yd3gd9uKlo_747.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/3Yd3gd9uKlo_747.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.759562127910918,"746.629000
",21472723112,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.784690107473582e-08
5ialCYXLarI_1175.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/5ialCYXLarI_1175.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.42204507915802,"1174.423000
",33379503448,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.71680202474336e-08
eJ1QTg4z7ro_736.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/eJ1QTg4z7ro_736.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.158648610136677,"735.468000
",20709784976,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.663822534238095e-08
dWV86ixt-HQ_795.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/dWV86ixt-HQ_795.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.795831842553508,"794.327000
",22873306720,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.7919853875115995e-08
j_zHVwnRm_Y_684.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/j_zHVwnRm_Y_684.webm,16:9,3840,2160,60/1,vp9,yuv420p10le,,28.900779521685074,"683.650000
",19758017920,bt2020nc,arib-std-b67,tv,bt2020,60.0,5.807287551778926e-08
gv4Zg0apNZ0_1053.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/gv4Zg0apNZ0_1053.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.816968847005704,"1052.451000
",30328447680,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.7962368785465614e-08
BcG8SPkMP6c_625.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/BcG8SPkMP6c_625.webm,16:9,3840,2160,60/1,vp9,yuv420p10le,,28.864578730433642,"624.733000
",18032654864,bt2020nc,smpte2084,tv,bt2020,60.0,5.800013408732326e-08
6dX5FVgRhFI_912.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/6dX5FVgRhFI_912.webm,16:9,3840,2160,60/1,vp9,yuv420p10le,,28.344118279947345,"911.600000
",25838498224,bt2020nc,arib-std-b67,tv,bt2020,60.0,5.6954327176463125e-08
Q-no1tQfpxI_880.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/Q-no1tQfpxI_880.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.7441321626176,"879.462000
",25279371960,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.781586528664074e-08
4Myut7We0N4_660.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/4Myut7We0N4_660.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.848714971975152,"659.058000
",19012976392,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.8026222850504794e-08
gf9cjEaEYAI_1082.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/gf9cjEaEYAI_1082.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.462643803294092,"1081.147000
",30772301960,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.724968040513749e-08
TT5yApcftps_808.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/TT5yApcftps_808.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.63610069943921,"807.790000
",23131955784,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.759857111033705e-08
L2gNM-k6T1w_756.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/L2gNM-k6T1w_756.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.81938827043459,"755.288000
",21766938128,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.7967235206836225e-08
wElMoI3C3Ac_946.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/wElMoI3C3Ac_946.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.7979692427421,"945.728000
",27235045856,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.792415303574705e-08
k5F8UdokMi0_1052.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/k5F8UdokMi0_1052.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.856378182620293,"1051.767000
",30350186312,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.804163661049644e-08
SZ9HrxDryOc_717.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/SZ9HrxDryOc_717.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.68247392601873,"716.749000
",20558134504,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.7691846085753254e-08
idl865lOegs_751.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/idl865lOegs_751.webm,16:9,3840,2160,60/1,vp9,yuv420p10le,,28.539331800027433,"750.883000
",21429699080,bt2020nc,arib-std-b67,tv,bt2020,60.0,5.734658685383599e-08
s7V-vKZo7k0_1029.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/s7V-vKZo7k0_1029.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.799043946521532,"1028.227000
",29611954560,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.79263146918577e-08
nWI4dxYsS9M_646.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/nWI4dxYsS9M_646.webm,16:9,3840,2160,60/1,vp9,yuv420p10le,,28.603409909372857,"645.833000
",18473026032,bt2020nc,smpte2084,tv,bt2020,60.0,5.7475344628851707e-08
-6GVnIXGtf8_1027.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/-6GVnIXGtf8_1027.webm,16:9,3840,2160,60/1,vp9,yuv420p10le,,28.902384283627153,"1026.700000
",29674077944,bt2020nc,arib-std-b67,tv,bt2020,60.0,5.8076100106954e-08
YEohDQMGlyE_868.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/YEohDQMGlyE_868.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.593238962057434,"867.100000
",24793197504,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.7512359134258015e-08
EcCeyiaf8IE_761.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/EcCeyiaf8IE_761.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.64425637579833,"760.493000
",21783756464,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.7614975414458415e-08
fl7iXR1wo4c_1132.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/fl7iXR1wo4c_1132.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.658132257035593,"1131.781000
",32434729584,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.764288532232442e-08
RHc8tdoGbw8_1010.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/RHc8tdoGbw8_1010.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.29990722176233,"1009.892000
",28579849904,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.692235251011461e-08
VJ7OHHtEPRA_1027.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/VJ7OHHtEPRA_1027.webm,16:9,3840,2160,60/1,vp9,yuv420p10le,,28.53980474114383,"1026.883000
",29307040312,bt2020nc,arib-std-b67,tv,bt2020,60.0,5.734753717597381e-08
5r_lra9OGNU_866.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/5r_lra9OGNU_866.webm,16:9,3840,2160,60/1,vp9,yuv420p10le,,28.821293809914806,"865.917000
",24956848272,bt2020nc,arib-std-b67,tv,bt2020,60.0,5.791315789350808e-08
LMJw-Uyy9hk_607.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/LMJw-Uyy9hk_607.webm,16:9,3840,2160,60/1,vp9,yuv420p10le,,28.971849399389242,"606.133000
",17560793992,bt2020nc,smpte2084,tv,bt2020,60.0,5.821568246726555e-08
mVWuwvu4mM4_1052.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/mVWuwvu4mM4_1052.webm,16:9,3840,2160,60/1,vp9,yuv420p10le,,28.889739436211013,"1051.067000
",30365051760,bt2020nc,arib-std-b67,tv,bt2020,60.0,5.8050691704063406e-08
qqtkUIn2_PE_910.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/qqtkUIn2_PE_910.webm,16:9,3840,2160,60/1,vp9,yuv420p10le,,28.938158142359143,"909.067000
",26306724608,bt2020nc,arib-std-b67,tv,bt2020,60.0,5.8147983664398354e-08
cfNjaLemPzQ_1001.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/cfNjaLemPzQ_1001.webm,16:9,3840,2160,60/1,vp9,yuv420p10le,,28.465113725694092,"1000.117000
",28468444144,bt2020nc,smpte2084,tv,bt2020,60.0,5.719745395627189e-08
zRfDW7IxvVA_636.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/zRfDW7IxvVA_636.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,29.109787956620554,"635.785000
",18507566536,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.8551344305723754e-08
fUGVrSFYaUE_620.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/fUGVrSFYaUE_620.webm,16:9,3840,2160,60/1,vp9,yuv420p10le,,28.979617998708843,"619.600000
",17955771312,bt2020nc,arib-std-b67,tv,bt2020,60.0,5.82312925964282e-08
roz1lsFOGGI_1076.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/roz1lsFOGGI_1076.webm,16:9,3840,2160,60/1,vp9,yuv420p10le,,28.864058178005138,"1075.733000
",31050019896,bt2020nc,arib-std-b67,tv,bt2020,60.0,5.7999088095592886e-08
2geqApZCT8c_1033.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/2geqApZCT8c_1033.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.64077962758816,"1032.298000
",29565819528,bt2020nc,arib-std-b67,tv,bt2020,59.94006309148265,5.760798229304436e-08
sMztuGPD1l8_917.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/sMztuGPD1l8_917.webm,16:9,3840,2160,60/1,vp9,yuv420p10le,,28.61344225473763,"916.967000
",26237582304,bt2020nc,arib-std-b67,tv,bt2020,60.0,5.749550350183584e-08
_8vzCR7g1eY_1005.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/_8vzCR7g1eY_1005.webm,16:9,3840,2160,60/1,vp9,yuv420p10le,,28.965627366011446,"1004.750000
",29103214096,bt2020nc,arib-std-b67,tv,bt2020,60.0,5.820317998893118e-08
rmx3UM_J6YQ_687.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/rmx3UM_J6YQ_687.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.89576389433298,"686.269000
",19830266992,bt2020nc,arib-std-b67,tv,bt2020,59.94006309148265,5.812085691847848e-08
IiAt45ua9Uc_699.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/IiAt45ua9Uc_699.webm,16:9,3840,2160,60/1,vp9,yuv420p10le,,28.05857111645933,"698.467000
",19597985992,bt2020nc,arib-std-b67,tv,bt2020,60.0,5.638055217266937e-08
cbCoHOoH9H0_872.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/cbCoHOoH9H0_872.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.741534322275054,"871.504000
",25048362128,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.7810639997999876e-08
7aqeAP-U7ec_1048.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/7aqeAP-U7ec_1048.webm,16:9,3840,2160,60/1,vp9,yuv420p10le,,28.59294166539343,"1047.200000
",29942528512,bt2020nc,arib-std-b67,tv,bt2020,60.0,5.745430986648307e-08
-TU1aQJLGOQ_855.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/-TU1aQJLGOQ_855.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.708344919717284,"854.854000
",24541443488,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.774388292854416e-08
p_oy0fEkE8g_1107.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/p_oy0fEkE8g_1107.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.635908692006304,"1106.672000
",31690558344,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.759818490713522e-08
CclCiBoBj6Q_788.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/CclCiBoBj6Q_788.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.54847866737767,"787.620000
",22485352768,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.742232840545552e-08
NyQKyI_Df6I_699.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/NyQKyI_Df6I_699.webm,16:9,3840,2160,1187/20,vp9,yuv420p10le,,28.852053746518404,"698.315000
",20147821912,bt2020nc,arib-std-b67,tv,bt2020,59.35,5.860990719800801e-08
WL0pUqdkjhw_1101.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/WL0pUqdkjhw_1101.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.741775940729752,"1100.316000
",31625035936,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.7811125988669155e-08
kLDXYoX6hiI_1033.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/kLDXYoX6hiI_1033.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.767275596283383,"1032.982000
",29716077880,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.7862415922976574e-08
zOAGC0cN7h8_909.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/zOAGC0cN7h8_909.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.757646187907834,"908.307000
",26120771336,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.784304735848901e-08
OPXZX4v7wYs_1081.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/OPXZX4v7wYs_1081.webm,16:9,3840,2160,60/1,vp9,yuv420p10le,,28.406473317298797,"1081.000000
",30707397656,bt2020nc,arib-std-b67,tv,bt2020,60.0,5.707962263153211e-08
z_utY6SA-jw_859.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/z_utY6SA-jw_859.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.71655675422467,"858.174000
",24643802376,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.7760400189004454e-08
_hUa0_OOjBc_605.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/_hUa0_OOjBc_605.webm,16:9,3840,2160,17534/293,vp9,yuv420p10le,,28.9079509111046,"604.047000
",17461761024,bt2020nc,arib-std-b67,tv,bt2020,59.84300341296928,5.823967612699064e-08
HxPRkFOUEYM_843.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/HxPRkFOUEYM_843.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.799895043496335,"842.025000
",24250231624,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.792802658588055e-08
io4r9WB0zlo_1153.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/io4r9WB0zlo_1153.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.61820349748004,"1152.201000
",32973922688,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.756257272946316e-08
3s3iFhhakAk_842.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/3s3iFhhakAk_842.webm,16:9,3840,2160,60/1,vp9,yuv420p10le,,28.9187397641055,"841.817000
",24344286752,bt2020nc,arib-std-b67,tv,bt2020,60.0,5.8108964610873e-08
j53q-6mqgTg_605.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/j53q-6mqgTg_605.webm,16:9,3840,2160,60/1,vp9,yuv420p10le,,28.917287185651713,"604.783000
",17488683696,bt2020nc,arib-std-b67,tv,bt2020,60.0,5.810604581736214e-08
qX-azwoHlHc_943.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/qX-azwoHlHc_943.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.81038990425165,"942.575000
",27155953264,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.794913591881148e-08
_vkO0LTNGd0_1002.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/_vkO0LTNGd0_1002.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.792770808153293,"1001.951000
",28848945504,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.791369691927126e-08
xGheEHre3Do_944.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/xGheEHre3Do_944.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.71502254984141,"943.643000
",27096730024,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.775731429469244e-08
EH6mN5_RS-8_786.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/EH6mN5_RS-8_786.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.837329361093182,"785.451000
",22650309184,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.8003321865314704e-08
nvFyoTA7zq8_602.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/nvFyoTA7zq8_602.webm,16:9,3840,2160,60/1,vp9,yuv420p10le,,28.397591345107365,"601.833000
",17090607592,bt2020nc,arib-std-b67,tv,bt2020,60.0,5.706177530443706e-08
I5-iILXtT10_1018.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/I5-iILXtT10_1018.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.68648109298211,"1017.400000
",29185625864,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.7699906089931675e-08
WpqiaQrYdh0_802.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/WpqiaQrYdh0_802.webm,16:9,3840,2160,60/1,vp9,yuv420p10le,,28.775928079409198,"801.217000
",23055762768,bt2020nc,arib-std-b67,tv,bt2020,60.0,5.7822000545366345e-08
k7KRHH-T_u8_845.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/k7KRHH-T_u8_845.webm,16:9,3840,2160,60/1,vp9,yuv420p10le,,28.707451025337438,"844.600000
",24246313136,bt2020nc,arib-std-b67,tv,bt2020,60.0,5.768440358422035e-08
sPQzrKKM-IU_938.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/sPQzrKKM-IU_938.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.14703486235009,"937.487000
",26387479272,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.661486548327289e-08
98yJu7NSIHw_771.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/98yJu7NSIHw_771.webm,16:9,3840,2160,60/1,vp9,yuv420p10le,,28.709998442367603,"770.400000
",22118182800,bt2020nc,arib-std-b67,tv,bt2020,60.0,5.7689522333075334e-08
kHZzkiuKicw_853.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/kHZzkiuKicw_853.webm,16:9,3840,2160,60/1,vp9,yuv420p10le,,28.646277482357938,"852.083000
",24409006056,bt2020nc,arib-std-b67,tv,bt2020,60.0,5.756148220959912e-08
o_XY_q18or4_739.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/o_XY_q18or4_739.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.644976493625734,"738.438000
",21152539152,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.761642385739849e-08
sEQedVteAjo_1191.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/sEQedVteAjo_1191.webm,16:9,3840,2160,19001/317,vp9,yuv420p10le,,28.759006296746794,"1190.456000
",34236331600,bt2020nc,smpte2084,tv,bt2020,59.94006309148265,5.784578307752076e-08
F6Xc63bnVJs_998.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/F6Xc63bnVJs_998.webm,16:9,3840,2160,60/1,vp9,yuv420p10le,,28.88843501979057,"997.950000
",28829213728,bt2020nc,arib-std-b67,tv,bt2020,60.0,5.804807062554368e-08
lRIU5dN3kKU_931.webm,/media/ss223464/JoshuaUTA/SantaFe/Dataset/10k_word_10_20_mins/lRIU5dN3kKU_931.webm,16:9,3840,2160,60/1,vp9,yuv420p10le,,28.878213509863187,"930.683000
",26876462384,bt2020nc,arib-std-b67,tv,bt2020,60.0,5.802753164758389e-08
